Toan,Van,Ly,Hoa,Sinh,Su,Dia,GDCD,Anh,KHTN,KHXH,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1
3.4,4.25,,,,5.5,5.75,6.5,3.0,,5.92,,,15.5,,
4.6,4.25,,,,3.0,6.0,6.75,3.8,,5.25,,,13.25,,
5.2,3.5,,,,2.0,4.25,6.25,3.2,,4.17,,,9.75,,
4.2,6.0,,,,4.0,5.75,6.75,3.8,,5.5,,,15.75,14.0,
5.2,4.75,4.25,3.5,5.75,,,,2.2,4.5,,12.95,14.45,,,11.65
5.4,5.75,4.75,3.5,7.0,,,,2.6,5.08,,13.65,15.9,,,12.75
6.6,7.5,6.0,5.5,6.5,,,,3.8,6.0,,18.1,18.6,,,16.4
5.2,5.0,5.5,5.25,5.5,,,,3.6,5.42,,15.95,15.95,,,14.3
3.2,5.25,2.5,2.0,4.25,,,,2.8,2.92,,7.7,9.45,,,8.5
3.8,4.0,,,,3.75,4.5,,,,,,,12.25,,
3.8,2.75,,,,4.5,4.75,,,,,,,12.0,,
2.0,3.0,,,,3.5,6.25,,,,,,,12.75,,
4.4,3.0,,,,3.25,5.75,,,,,,,12.0,,
4.2,3.25,,,,4.25,4.0,7.0,3.0,,5.08,,,11.5,,
4.2,6.0,,,,5.25,5.5,7.5,4.2,,6.08,,,16.75,,
3.2,2.75,,,,3.5,3.25,4.75,3.2,,3.83,,,9.5,,
5.8,5.75,,,,5.0,6.5,8.5,3.2,,6.67,,,17.25,,
3.8,8.0,,,,7.75,7.25,9.0,5.0,,8.0,,,23.0,,
5.2,7.25,,,,2.75,7.25,8.75,3.8,,6.25,,,17.25,,
3.6,6.5,,,,3.0,5.5,7.5,3.2,,5.33,,,15.0,,
4.4,5.0,,,,5.0,4.5,7.0,2.2,,5.5,,,14.5,,
4.6,5.25,,,,2.75,6.0,7.5,2.0,,5.42,,,14.0,,
5.0,3.75,,,,4.75,,,,,,,,,,
0.8,8.0,,,,1.5,,,,,,,,,,
2.4,2.75,,,,2.0,,,,,,,,,,
,4.5,,,,3.75,3.75,,,,,,,12.0,,
4.2,6.75,,,,4.25,,,,,,,,,,
4.0,3.5,,,,3.25,,,,,,,,,,
5.2,4.75,4.0,5.5,5.5,,,,3.2,5.0,,14.7,16.2,,,12.4
4.0,4.25,,,,4.75,6.25,6.5,3.2,,5.83,,,15.25,,
3.8,3.75,,,,3.5,4.25,5.5,2.0,,4.42,,,11.5,,
5.2,4.5,5.75,4.5,5.25,,,,2.8,5.17,,15.45,14.95,,,13.75
6.2,7.25,,,,6.25,7.5,8.25,3.8,,7.33,,,21.0,,
3.8,4.0,,,,4.25,5.0,6.75,2.6,,5.33,,,13.25,,
5.2,4.75,3.75,3.5,3.5,,,,3.8,3.58,,12.45,12.2,,,12.75
6.0,5.25,5.75,7.0,6.5,,,,4.8,6.42,,18.75,19.5,,,16.55
4.2,5.5,,,,4.75,4.75,6.0,4.4,,5.17,,,15.0,,
6.2,5.75,3.5,4.75,5.0,,,,3.6,4.42,,14.45,15.95,,,13.3
3.8,4.5,,,,6.25,5.25,6.75,2.8,,6.08,,,16.0,,
3.8,7.0,,,,5.25,5.25,5.75,3.4,,5.42,,,17.5,,
4.6,5.75,,,,5.75,4.25,5.75,3.0,,5.25,,,15.75,,
5.2,6.0,,,,3.75,4.75,7.75,2.4,,5.42,,,14.5,,
6.0,5.5,4.5,5.25,4.25,,,,2.2,4.67,,15.75,15.5,,,12.7
5.6,3.0,4.75,5.0,4.0,,,,3.6,4.58,,15.35,14.6,,,13.95
6.6,8.0,4.25,5.75,6.25,,,,5.2,5.42,,16.6,18.6,,,16.05
4.4,4.25,2.75,2.75,4.0,,,,2.8,3.17,,9.9,11.15,,,9.95
5.8,6.0,5.75,6.0,5.25,,,,3.8,5.67,,17.55,17.05,,,15.35
5.4,7.25,6.5,6.0,4.75,,,,4.4,5.75,,17.9,16.15,,,16.3
2.6,5.5,3.25,4.5,5.5,,,,3.4,4.42,,10.35,12.6,,,9.25
6.2,5.5,6.25,5.0,5.25,,,,2.6,5.5,,17.45,16.45,,,15.05
5.2,5.5,4.5,3.5,5.25,,,,4.2,4.42,,13.2,13.95,,,13.9
4.6,4.5,4.75,6.0,4.25,,,,4.2,5.0,,15.35,14.85,,,13.55
5.0,6.75,4.75,3.75,4.0,,,,3.8,4.17,,13.5,12.75,,,13.55
6.0,6.25,6.25,5.25,5.25,,,,4.2,5.58,,17.5,16.5,,,16.45
3.4,4.75,,,,4.5,5.0,,,,,,,14.25,,
5.0,,,4.5,6.25,,,,,,,,15.75,,,
2.4,2.25,,,,2.75,5.75,,,,,,,10.75,,
3.2,2.5,,,,3.75,4.5,,,,,,,10.75,,
2.0,3.5,,,,2.75,6.0,,,,,,,12.25,,
1.6,1.5,,,,2.25,4.5,,,,,,,8.25,,
2.0,3.75,,,,4.25,6.75,5.75,1.4,,5.58,,,14.75,,
3.0,1.5,,,,3.0,3.75,,,,,,,8.25,,
2.8,,,3.5,6.0,,,,,,,,12.3,,,
2.6,,,3.75,4.5,,,,,,,,10.85,,,
6.8,,5.0,6.25,,,,,,,,18.05,,,,
6.6,,7.0,6.25,,,,,,,,19.85,,,,
5.8,4.25,3.0,4.75,4.5,,,,1.4,4.08,,13.55,15.05,,,10.2
5.4,6.75,5.25,7.0,5.75,,,,3.4,6.0,,17.65,18.15,,,14.05
5.6,4.75,6.0,5.75,5.0,,,,3.8,5.58,,17.35,16.35,,,15.4
3.4,4.75,3.25,4.5,4.25,,,,4.6,4.0,,11.15,12.15,,,11.25
4.8,5.0,,,,2.25,5.75,8.5,3.0,,5.5,,,13.0,,
3.8,5.0,,,,4.5,,,,,,,,,,
3.0,3.25,,,,3.5,,,,,,,,,,
3.8,2.5,,,,3.5,3.5,,,,,,,9.5,,
5.4,3.75,,,,8.25,,,,,,,,,,
4.6,4.75,,,,3.25,,,,,,,,,,
3.4,4.25,,,,4.0,6.25,,,,,,,14.5,,
3.4,4.25,,,,3.5,,,,,,,,,,
3.6,2.5,,,,3.75,5.25,5.5,3.8,,4.83,,,11.5,,
3.6,3.0,,,,4.5,,,,,,,,,,
3.0,2.75,,,,4.75,,,,,,,,,,
1.6,2.5,,,,4.5,,,,,,,,,,
8.0,8.0,,,3.25,8.25,,,,,,,,,,
8.8,7.0,8.75,,,5.75,,,8.8,,,,,,,26.35
5.6,7.75,,,,6.75,,,,,,,,,,
2.4,,3.0,,,,,,3.2,,,,,,,8.6
7.2,,7.0,3.25,,,,,7.6,,,17.45,,,,21.8
7.6,,7.25,6.5,2.5,,,,,5.42,,21.35,16.6,,,
5.8,7.5,4.75,6.0,6.0,,,,3.0,5.58,,16.55,17.8,,,13.55
4.6,5.0,,,,3.5,4.5,7.75,3.4,,5.25,,,13.0,13.0,
4.4,4.25,,,,4.25,5.0,6.75,1.8,,5.33,,,13.5,,
4.8,4.25,,,,2.75,3.5,5.0,3.2,,3.75,,,10.5,,
5.4,7.0,4.0,5.75,4.75,,,,3.0,4.83,,15.15,15.9,,,12.4
4.6,3.75,,,,3.5,4.5,,,,,,,11.75,,
4.0,3.0,,,,4.0,2.75,,,,,,,9.75,,
4.4,3.5,,,,5.0,2.75,,,,,,,11.25,,
4.0,2.75,,,,4.0,5.25,,,,,,,12.0,,
4.8,1.25,,,,3.5,4.75,,,,,,,9.5,,
3.8,3.25,,,,4.0,5.75,,,,,,,13.0,,
4.0,3.5,,,,3.75,6.25,,,,,,,13.5,,
2.0,1.25,,,,3.75,4.0,,,,,,,9.0,,
3.8,5.25,,,,5.5,3.5,,,,,,,14.25,,
4.2,3.75,,,,3.75,5.75,,,,,,,13.25,,
4.6,3.75,,,,3.5,6.5,,,,,,,13.75,,
3.8,2.25,,,,4.5,4.75,,,,,,,11.5,,
3.0,3.0,,,,5.0,4.25,,,,,,,12.25,,
3.8,3.25,,,,6.0,3.25,,,,,,,12.5,,
5.6,4.25,3.75,2.75,3.5,,,,5.0,3.33,,12.1,11.85,,,14.35
5.0,5.0,4.0,2.0,5.5,,,,3.4,3.83,,11.0,12.5,,,12.4
4.4,7.0,,,,6.0,8.0,8.25,3.4,,7.42,,,21.0,,
2.6,5.75,,,,4.25,6.75,6.25,2.8,,5.75,,,16.75,,
4.0,5.0,,,,3.0,5.0,7.25,3.2,,5.08,,,13.0,,
2.8,4.0,,,,5.0,5.75,5.5,2.6,,5.42,,,14.75,,
6.0,5.0,5.25,2.5,3.5,,,,4.0,3.75,,13.75,12.0,,15.0,15.25
5.2,5.75,,,,5.75,6.0,8.5,3.0,,6.75,,,17.5,,
5.4,6.0,,,,3.0,7.0,6.5,3.2,,5.5,,,16.0,,
3.6,3.0,,,,3.25,5.0,5.25,4.2,,4.5,,,11.25,,
5.4,5.0,,,,5.25,5.75,8.5,3.4,,6.5,,,16.0,,
4.2,3.5,,,,1.5,5.5,6.25,2.6,,4.42,,,10.5,,
3.8,4.75,,,,2.75,6.0,7.75,2.0,,5.5,,,13.5,,
2.2,4.0,,,,3.25,5.25,5.25,2.0,,4.58,,,12.5,,
7.0,,5.75,4.0,,,,,4.2,,,16.75,,,,16.95
,7.25,,,,3.25,6.75,7.75,6.2,,5.92,,,17.25,,
6.2,,4.75,4.5,,,,,3.0,,,15.45,,,,13.95
7.4,,7.25,7.5,,,,,2.0,,,22.15,,,,16.65
2.6,,3.5,2.25,,,,,,,,8.35,,,,
5.6,5.75,9.0,6.25,,6.25,,,,,,20.85,,,,
2.4,,2.75,2.75,,,,,,,,7.9,,,,
2.8,,3.0,4.75,,,,,,,,10.55,,,,
2.2,3.25,,,,4.0,,,,,,,,,,
3.8,3.5,,,,5.5,,,,,,,,,,
1.8,2.25,,,,4.75,,,,,,,,,,
3.8,5.75,,,,3.5,,,,,,,,,,
2.6,3.0,,,,2.25,5.5,7.0,3.2,,4.92,,,10.75,,
4.0,4.75,,,,3.75,4.25,6.0,3.0,,4.67,,,12.75,,
6.0,6.75,6.0,6.0,6.5,,,,5.0,6.17,,18.0,18.5,,,17.0
4.8,3.25,3.25,4.0,5.75,,,,3.6,4.33,,12.05,14.55,,,11.65
4.2,4.75,,,,3.75,5.75,7.75,4.4,,5.75,,,14.25,,
3.8,3.5,,,,3.0,5.25,6.75,2.6,,5.0,,,11.75,,
3.2,3.5,,,,4.5,5.25,5.25,2.8,,5.0,,,13.25,,
4.0,6.75,,,,4.75,5.75,7.25,3.4,,5.92,,,17.25,,
7.0,7.0,,,,7.5,8.5,8.0,4.4,,8.0,,,23.0,,
5.2,4.75,,,,5.75,6.0,6.5,3.4,,6.08,,,16.5,,
3.4,7.0,,,,3.75,6.0,8.25,2.4,,6.0,,,16.75,,
3.8,5.25,,,,3.75,5.75,6.75,3.4,,5.42,,,14.75,,
4.8,7.5,,,,4.5,5.25,8.5,3.2,,6.08,,,17.25,,
5.0,5.5,,,,4.0,7.0,9.0,3.4,,6.67,,,16.5,,
5.8,7.0,,,,4.5,7.25,8.5,2.8,,6.75,,,18.75,,
4.2,3.25,,,,3.5,5.75,6.25,1.4,,5.17,,,12.5,,
5.2,5.0,,,,3.0,4.75,6.75,3.8,,4.83,,,12.75,14.0,
4.4,4.0,,,,2.5,5.25,6.25,4.0,,4.67,,,11.75,,
5.0,6.5,,,,5.0,7.0,8.0,4.4,,6.67,,,18.5,,
6.2,7.25,6.5,5.25,6.5,,,,3.2,6.08,,17.95,17.95,,,15.9
3.2,3.0,,,,5.0,4.75,7.25,2.8,,5.67,,,12.75,9.0,
4.0,6.5,,,,3.5,6.5,7.0,3.2,,5.67,,,16.5,,
3.4,5.0,,,,6.0,6.25,7.0,2.4,,6.42,,,17.25,,
4.8,3.75,,,,4.5,6.75,7.0,3.4,,6.08,,,15.0,,
3.6,4.75,,,,5.75,5.75,6.25,3.8,,5.92,,,16.25,,
5.6,5.5,,,,5.25,7.0,9.0,3.0,,7.08,,,17.75,,
6.0,4.0,5.75,5.5,4.25,,,,4.0,5.17,,17.25,15.75,,14.0,15.75
7.0,4.0,5.75,6.0,5.75,,,,3.8,5.83,,18.75,18.75,,,16.55
5.0,5.75,3.25,3.75,5.25,,,,2.8,4.08,,12.0,14.0,,,11.05
5.8,6.0,5.75,5.25,5.5,,,,3.2,5.5,,16.8,16.55,,15.0,14.75
5.8,4.5,5.5,4.0,5.25,,,,2.4,4.92,,15.3,15.05,,,13.7
5.8,6.5,6.5,6.25,5.5,,,,5.2,6.08,,18.55,17.55,,,17.5
6.4,4.5,7.25,6.25,4.25,,,,2.4,5.92,,19.9,16.9,,,16.05
6.0,5.75,6.25,5.25,5.5,,,,3.4,5.67,,17.5,16.75,,,15.65
4.6,8.25,,,,4.25,5.5,8.25,3.8,,6.0,,,18.0,,
