Toan,Van,Ly,Hoa,Sinh,Su,Dia,GDCD,Anh,KHTN,KHXH,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1
4.0,5.0,2.5,3.25,4.0,,,,4.0,3.25,,9.75,11.25,,13.0,10.5
2.8,8.75,,,,4.5,6.0,7.5,3.2,,6.0,,,19.25,,
5.8,9.5,,,,5.75,8.0,8.75,7.6,,7.5,,,23.25,,
6.0,7.25,4.75,6.0,4.75,,,,3.0,5.17,,16.75,16.75,,,13.75
6.8,8.0,5.0,5.75,7.25,,,,5.2,6.0,,17.55,19.8,,20.0,17.0
4.8,7.0,5.0,5.25,4.75,,,,5.2,5.0,,15.05,14.8,,17.0,15.0
3.2,4.75,3.0,2.0,3.5,,,,3.8,2.83,,8.2,8.7,,,10.0
3.2,8.0,,,,5.5,5.75,8.0,3.6,,6.42,,,19.25,,
4.2,8.0,5.25,2.5,5.5,,,,3.2,4.42,,11.95,12.2,,,12.65
5.0,7.5,3.75,2.25,4.0,,,,3.2,3.33,,11.0,11.25,,,11.95
5.4,7.08,5.5,5.25,5.5,,,,3.6,5.42,,16.15,16.15,,,14.5
5.6,6.75,5.0,5.75,5.75,,,,3.8,5.5,,16.35,17.1,,,14.4
4.6,8.25,4.25,5.25,4.25,,,,5.4,4.58,,14.1,14.1,,,14.25
5.2,7.5,5.25,5.5,3.25,,,,4.6,4.67,,15.95,13.95,,,15.05
6.2,8.5,3.0,5.0,7.0,,,,4.2,5.0,,14.2,18.2,,,13.4
4.8,5.0,3.25,4.5,3.0,,,,2.8,3.58,,12.55,12.3,,,10.85
6.2,6.5,6.0,5.5,3.75,,,,4.4,5.08,,17.7,15.45,,,16.6
5.4,8.75,5.0,6.25,5.0,,,,4.6,5.42,,16.65,16.65,,,15.0
5.6,5.75,7.0,5.75,6.0,,,,3.6,6.25,,18.35,17.35,,,16.2
6.4,6.75,7.0,5.75,6.0,,,,5.4,6.25,,19.15,18.15,,,18.8
5.2,4.75,4.75,1.75,3.0,,,,2.6,3.17,,11.7,9.95,,,12.55
3.4,6.75,,,,3.5,5.75,6.75,2.4,,5.33,,,16.0,,
5.4,7.75,5.5,6.0,5.75,,,,4.4,5.75,,16.9,17.15,,,15.3
4.0,6.75,4.75,5.25,6.75,,,,3.2,5.58,,14.0,16.0,,,11.95
4.6,6.0,3.5,5.5,4.75,,,,1.4,4.58,,13.6,14.85,,12.0,9.5
2.8,4.75,,,,3.75,4.25,7.0,2.2,,5.0,,,12.75,,
3.6,8.0,,,,4.5,5.75,8.25,3.2,,6.17,,,18.25,,
5.0,7.0,5.0,5.75,4.0,,,,4.8,4.92,,15.75,14.75,,,14.8
4.8,7.0,4.5,3.5,2.75,,,,1.0,3.58,,12.8,11.05,,,10.3
